,0,1,2,3,4
50.0,5.337698219498113e-15,1.102071354327454e-09,1.675231310574109e-18,9.402142312369718e-17,2.806486145840172e-14
50.25125628140704,1.3933984941074115e-14,1.2554456278756792e-09,2.4389067042242625e-18,1.6146466440165836e-16,2.6557299962654122e-14
50.50251256281407,3.522776801144322e-14,1.3711436373858313e-09,3.5448010852014984e-18,2.7209740507351237e-16,2.419522653685622e-14
50.753768844221106,8.581915159809334e-14,1.4396477175968627e-09,5.149203958642136e-18,4.533976739765082e-16,2.1351280035922127e-14
51.00502512562814,2.0061461611079244e-13,1.4576547727575515e-09,7.495371906479214e-18,7.537257885203558e-16,1.8376367016568538e-14
51.256281407035175,4.485161363798678e-13,1.4278090538694762e-09,1.0969570056145654e-17,1.2614506336460276e-15,1.5548388207149352e-14
51.50753768844221,9.566696506018145e-13,1.3575830797241343e-09,1.618173733881811e-17,2.143202081764748e-15,1.3047263043177512e-14
51.75879396984924,1.943743780769693e-12,1.2577159695804214e-09,2.4066851774644532e-17,3.722100849879391e-15,1.0954581165812768e-14
52.01005025125628,3.759657625421098e-12,1.140459793182036e-09,3.5990646871511646e-17,6.641230629395574e-15,9.27152871198489e-15
52.26130653266332,6.925503765058525e-12,1.0178260346695016e-09,5.382873199693592e-17,1.2210454988483424e-14,7.945842879116835e-15
52.51256281407035,1.216501490525933e-11,9.000748164401249e-10,7.997843501553714e-17,2.3145510697110322e-14,6.899029475845771e-15
52.76381909547739,2.0419333119507325e-11,7.947269667464516e-10,1.1726765437479005e-16,4.5128375149584854e-14,6.048455655676083e-15
53.015075376884425,3.283926257731391e-11,7.06289481807503e-10,1.687529389951366e-16,9.002003627834028e-14,5.32266736418067e-15
53.266331658291456,5.075039221198804e-11,6.366691564255644e-10,2.3745087235474727e-16,1.822099149234515e-13,4.67026008791121e-15
53.517587939698494,7.558429092111979e-11,5.860202523333497e-10,3.261124025752412e-16,3.704847510997654e-13,4.06288961947175e-15
53.768844221105525,1.0876685555238199e-10,5.536611272220766e-10,4.372081926037648e-16,7.487647483812105e-13,3.4929915361865988e-15
54.02010050251256,1.5156159917276113e-10,5.387498137988209e-10,5.733183741040846e-16,1.4897228220323416e-12,2.967452068806308e-15
54.2713567839196,2.0488747766225056e-10,5.405681719920675e-10,7.380895752079997e-16,2.8954320987536152e-12,2.499491845707986e-15
54.52261306532663,2.6916243712404634e-10,5.584201444872285e-10,9.378249740992455e-16,5.469445378455138e-12,2.1014290334047675e-15
54.77386934673367,3.442482763319435e-10,5.912383544972473e-10,1.1836189188847736e-15,1.0017676472440618e-11,1.7803085699059912e-15
55.0251256281407,4.29573084575657e-10,6.370340039819991e-10,1.4937779987691953e-15,1.7795893969444e-11,1.537005011591887e-15
55.27638190954774,5.244828250532822e-10,6.923714989904041e-10,1.8961773532966253e-15,3.07448980224479e-11,1.368125932996171e-15
55.527638190954775,6.288412197544437e-10,7.521058216457049e-10,2.430341680001339e-15,5.189264121780216e-11,1.2694393710360174e-15
55.778894472361806,7.438841333529558e-10,8.096143747679191e-10,3.149621664875478e-15,8.604990261638984e-11,1.2396961935976922e-15
56.030150753768844,8.733625805157493e-10,8.576082310345677e-10,4.125046179647537e-15,1.409661311743488e-10,1.2843164510777502e-15
56.28140703517588,1.0250840077981097e-09,8.893483670994759e-10,5.454346391512645e-15,2.2911884477318796e-10,1.4190891912043684e-15
56.53266331658291,1.2130798621433452e-09,8.998744313369428e-10,7.282246475661479e-15,3.702538817909905e-10,1.674590953679626e-15
56.78391959798995,1.4607850847340755e-09,8.868364426179816e-10,9.841564698321936e-15,5.946486319641484e-10,2.1024821432211197e-15
57.03517587939699,1.805824171368156e-09,8.507174896654817e-10,1.3530051709017064e-14,9.468194114631108e-10,2.785420478610753e-15
57.28643216080402,2.3072953179697372e-09,7.944986572659023e-10,1.904841081421627e-14,1.4890441221100054e-09,3.853482335955618e-15
57.537688442211056,3.0568886383371704e-09,7.22974116968794e-10,2.7647674082643167e-14,2.303701820677804e-09,5.512525688346113e-15
57.78894472361809,4.1958395890493895e-09,6.419270200028706e-10,4.158289635923559e-14,3.4932958646445266e-09,8.095416229978325e-15
58.040201005025125,5.940678903390944e-09,5.573069919150967e-10,6.49715854564106e-14,5.177631676053608e-09,1.2158480081191861e-14
58.29145728643216,8.622064188096969e-09,4.745031173653385e-10,1.0546265858819548e-13,7.48955352871882e-09,1.8669134137756002e-14
58.54271356783919,1.2742727849640865e-08,3.977998677504755e-10,1.775470710642632e-13,1.0574003512028915e-08,2.938027915853295e-14
58.79396984924623,1.906279891089405e-08,3.300924078463414e-10,3.0922791724034737e-13,1.459886210172563e-08,4.7595701334945605e-14
59.04522613065326,2.8723447589869217e-08,2.7288789851688877e-10,5.556494888560078e-13,1.9787908876778477e-08,7.977791039541544e-14
59.2964824120603,4.3422808961683035e-08,2.2654643899309214e-10,1.0273301476206478e-12,2.648477157847721e-08,1.390280526002152e-13
59.54773869346734,6.566100779473858e-08,1.906618342963721e-10,1.9493888466349055e-12,3.525352100404007e-08,2.528473085802091e-13
59.798994974874375,9.907288249401329e-08,1.644756225698437e-10,3.787015606036913e-12,4.702235786774049e-08,4.809345814038582e-13
60.050251256281406,1.4886614945629825e-07,1.472524503374764e-10,7.512715383462607e-12,6.328932792742859e-08,9.569943980568987e-13
60.30150753768844,2.2237727640132215e-07,1.3859679261880482e-10,1.5175480277869388e-11,8.643944134203452e-08,1.9889342132055476e-12
60.552763819095475,3.297454002743161e-07,1.3873942619796228e-10,3.1106085229427227e-11,1.2027579388942962e-07,4.302897148893865e-12
60.80402010050251,4.846855443607261e-07,1.4886233801836776e-10,6.444186883793437e-11,1.7095273566855035e-07,9.645218943248649e-12
61.05527638190955,7.053177662775713e-07,1.715762939419695e-10,1.3433602082037005e-10,2.4863905595538794e-07,2.2282569735510983e-11
61.30653266331658,1.0149832082495604e-06,2.117474757190579e-10,2.8050839893077285e-10,3.7047058108883845e-07,5.277399054788876e-11
61.55778894472362,1.44295808241232e-06,2.7804495434092e-10,5.841664371052807e-10,5.6571566692477e-07,1.275393446471676e-10
61.80904522613065,2.0249692584328666e-06,3.859545413244294e-10,1.2085289609400261e-09,8.845969806525897e-07,3.133646384616864e-10
62.06030150753769,2.80342423090047e-06,5.637880490107543e-10,2.4753653146798003e-09,1.4128725329730197e-06,7.808250243132885e-10
62.311557788944725,3.8272923707543996e-06,8.648602873780012e-10,5.005748120435386e-09,2.2950298725937803e-06,1.970200408033738e-09
62.562814070351756,5.1516065851458764e-06,1.3924893455573745e-09,9.971799319964883e-09,3.7697911215218864e-06,5.029553532031766e-09
62.814070351758794,6.836585408765289e-06,2.3518912594987787e-09,1.9534371619173237e-08,6.222810203303875e-06,1.2977982399943106e-08
63.065326633165824,8.946398354719733e-06,4.158618759203601e-09,3.758280368285049e-08,1.0263724032240038e-05,3.3794278486882354e-08
63.31658291457286,1.1547612791016552e-05,7.664845219493795e-09,7.095151454601505e-08,1.6839457652091926e-05,8.855722194138466e-08
63.5678391959799,1.4707378655130348e-05,1.462596778926253e-08,1.3137038257523657e-07,2.74043477224405e-05,2.3256348982456907e-07
63.81909547738694,1.8491444193524817e-05,2.8641216322611498e-08,2.385210313168415e-07,4.418041117797123e-05,6.087818251219108e-07
64.07035175879398,2.2962166952050767e-05,5.6990956735128655e-08,4.247345861982096e-07,7.055481410124726e-05,1.5787066928139929e-06
64.321608040201,2.817679553526686e-05,1.1409314939690933e-07,7.421021531782189e-07,0.00011166845149401125,4.029439071776243e-06
64.57286432160804,3.41864402108995e-05,2.2774680936115095e-07,1.273111707234138e-06,0.00017523785079488782,1.0058505880762928e-05
64.82412060301507,4.10362995695463e-05,4.4995702703967137e-07,2.146417438539496e-06,0.0002726109386834021,2.441212288297254e-05
65.07537688442211,4.8767830356967324e-05,8.749884783443731e-07,3.5600327919010536e-06,0.00041998098675437214,5.73021749555189e-05
65.32663316582915,5.742359866642401e-05,1.6684472175220119e-06,5.815139803511061e-06,0.000639581036268342,0.00012949258666199775
65.57788944723617,6.705549638532728e-05,3.1127833933253647e-06,9.364798011647569e-06,0.000960578266693192,0.0002806389706508256
65.82914572864321,7.773681874853605e-05,5.676877904506687e-06,1.4883001268784356e-05,0.0014193215812464007,0.000581424251891322
66.08040201005025,8.957836092572571e-05,1.0120672322376284e-05,2.3360534975690554e-05,0.0020586048375962063,0.0011485850856128657
66.33165829145729,0.00010274820398640628,1.7650559954027128e-05,3.623456921984759e-05,0.002925716180054559,0.002159169633014201
66.58291457286433,0.00011749424139527319,3.01479361557379e-05,5.555844850093052e-05,0.004069243614951616,0.0038566918374047156
66.83417085427135,0.0001341677742308672,5.0502265796722026e-05,8.421631542338965e-05,0.005534853740749956,0.006538816973619502
67.08542713567839,0.0001532456911666373,8.309125395369051e-05,0.00012618387870239357,0.007360481466685801,0.010516516752122623
67.33668341708542,0.00017534781827882953,0.00013446321001057447,0.00018683209557587315,0.009571487877111009,0.016040935402290075
67.58793969849246,0.00020124488932699052,0.00021428723894508485,0.0002732656522016546,0.012176317091158923,0.0232070116963886
67.8391959798995,0.00023185116345777508,0.0003366378997096803,0.0003946842421464393,0.015163027073439106,0.03185858691874555
68.09045226130652,0.00026819407049213576,0.0005216581074177627,0.0005627531265804438,0.01849686468439866,0.04153067421516757
68.34170854271356,0.00031135184862113167,0.0007975755063301136,0.0007919707854252119,0.02211891761676252,0.05146247555144077
68.5929648241206,0.0003623500105776169,0.0012029085586396427,0.0011000240390349073,0.025945896972622555,0.060696023132917484
68.84422110552764,0.0004220102755011873,0.0017884746275260478,0.0015081201868949168,0.029871288584924587,0.06824509418567248
69.09547738693468,0.0004907531073975574,0.002618519501448605,0.002041273799437115,0.033768346400485184,0.07329014297854154
69.3467336683417,0.0005683681191776642,0.0037699916881433555,0.0027284939870000314,0.03749549227159565,0.07534160902874722
69.59798994974875,0.0006537841051725766,0.005328803243970732,0.003602760396115111,0.040904453031327184,0.07432344773115065
69.84924623115577,0.0007448880631326208,0.007381999095659295,0.004700595692075548,0.043850860404560286,0.0705570413499873
70.10050251256281,0.0008384531968294902,0.01000523070809297,0.006060955929887609,0.04620621777861681,0.06465960925202417
70.35175879396985,0.0009302317953122886,0.013245862890974874,0.007723101717179404,0.04786942401361525,0.05739606590694412
70.60301507537687,0.001015245161812424,0.017103386293773764,0.009723129334369088,0.048775788200905945,0.049530312830459285
70.85427135678393,0.0010882609626495909,0.02151035803795107,0.01208898060495861,0.04890186226095477,0.04171193053067825
71.10552763819095,0.0011443980614433277,0.026318454368197058,0.014834044150735942,0.048265371814240336,0.03441498494260431
71.35678391959799,0.001179755686893938,0.03129482332341704,0.01794989769078165,0.04692069111302282,0.027926722109608337
71.60804020100502,0.0011919437474254746,0.036133163141685846,0.021399247623037163,0.04495123989227658,0.022371815113711318
71.85929648241206,0.001180404000422651,0.040481458043709374,0.025110557521542065,0.04246055674258086,0.017754237634873642
72.1105527638191,0.0011464561310833958,0.04398429855196519,0.028976038664795867,0.039563575641458626,0.014001678294620547
72.36180904522612,0.0010930656696752608,0.04633318946341839,0.0328544383100788,0.03637901932658362,0.01100314065892283
72.61306532663316,0.0010243925392118723,0.04731476837614538,0.03657933841466656,0.03302316954690431,0.008635996431954257
72.8643216080402,0.0009452214199250461,0.04684595285326188,0.0399725665114737,0.029604858988551027,0.006782692193353004
73.11557788944724,0.0008603875515953705,0.044987450195177844,0.04286109223847804,0.02622144385514555,0.005339279804906874
73.36683417085428,0.00077429456889386,0.041932278447705924,0.04509480846669958,0.022955663009289896,0.004218417886208166
73.6180904522613,0.0006905842143071461,0.03797228290183565,0.04656220879402147,0.019873483284296667,0.00334914068205569
73.86934673366834,0.0006119752125829316,0.0334509455634901,0.04720132830516694,0.017023116028454438,0.0026750478069615955
74.12060301507537,0.0005402526937799304,0.02871338261448367,0.04700431459537343,0.014435314806262358,0.0021519477439816115
74.37185929648241,0.00047636759774170027,0.024063730900908287,0.0460153278953094,0.012124877337319628,0.0017455166220150544
74.62311557788945,0.0004205986951353764,0.01973679166604381,0.04432273330847913,0.010093073963342747,0.0014292267668094241
74.87437185929647,0.0003727348842454526,0.01588627980842426,0.042047415918579155,0.008330596117786809,0.0011826237416882395
75.12562814070351,0.0003322469470745529,0.012587884303293911,0.03932937091986035,0.006820599252228539,0.0009899430627275199
75.37688442211055,0.0002984309618907954,0.009852668187478075,0.03631454222815077,0.005541492444905278,0.0008390223745837735
75.62814070351759,0.0002705166803726506,0.007645474035230893,0.033143382851985696,0.004469257870908291,0.000720456628229434
75.87939698492463,0.0002477418775176957,0.005903650671457765,0.029942001555063154,0.003579219089855728,0.0006269475847294838
76.13065326633165,0.0002293979247338408,0.004552924034060958,0.02681620935638428,0.002847283065440406,0.0005528066676488638
76.38190954773869,0.00021485337634555225,0.003518919494912508,0.023848370714796813,0.0022507426318059275,0.0004935780378320265
76.63316582914572,0.00020356218014948112,0.0027342208562955725,0.021096709172118366,0.00176874669045297,0.00044575539636168045
76.88442211055276,0.00019506208119966144,0.0021417082959520723,0.01859658550247843,0.0013825373700514399,0.0004065712127801383
77.1356783919598,0.00018896747864430495,0.0016952647590132365,0.01636321779598187,0.0010755314267127793,0.0003738410617955498
77.38693467336682,0.0001849597528590008,0.0013589164377230225,0.014395316022621223,0.0008332990683501264,0.0003458488855934957
77.63819095477388,0.0001827770480555432,0.0011052494625328874,0.012679140692835676,0.0006434739672354003,0.00032126160458476744
77.8894472361809,0.0001822047043014558,0.0009136637864785467,0.011192558177262087,0.0004956156870364258,0.00029906381622511296
78.14070351758794,0.00018306695940190312,0.0007687748371461973,0.00990874951740024,0.00038103924002328663,0.0002785054860807083
78.39195979899498,0.0001852201456062052,0.0006590915229274329,0.00879932949133464,0.0002926238261395813,0.00025905758176629663
78.643216080402,0.00018854734968647163,0.000575988445424919,0.007836739636244223,0.00022461179572578894,0.00024037247657515101
78.89447236180905,0.00019295435525446946,0.0005129359607610864,0.006995881766192717,0.0001724080049500307,0.0002222475493233603
79.14572864321607,0.00019836661740351046,0.0004649346283940771,0.006255045849521883,0.0001323883021725794,0.00020459161502912987
79.39698492462311,0.00020472701075154923,0.0004281035700749132,0.005596248914030399,0.00010172383923797674,0.00018739456142896643
79.64824120603015,0.00021199412460770766,0.00039938324598226923,0.005005135499703915,7.82255347551182e-05,0.0001707008377839236
79.89949748743719,0.00022014093737727778,0.00037632486921275395,0.00447059605568665,6.0210703462247513e-05,0.00015458732921649313
80.15075376884423,0.00022915377272495318,0.00035694754333130956,0.003984243187631955,4.639190687077601e-05,0.00013914580203568735
80.40201005025125,0.0002390315112090417,0.00033964913470620287,0.0035398550839561014,3.578663573982808e-05,0.00012446969584361763
80.65326633165829,0.0002497850946935396,0.0003231583666006481,0.0031328594425992988,2.7645531165967893e-05,0.00011064471230303968
80.90452261306532,0.0002614374112277338,0.0003065150277299165,0.0027598969825686484,2.139642174859986e-05,9.774248995182993e-05
81.15577889447236,0.0002740236818185999,0.00028906424715158154,0.002418475938009261,1.6601387025994985e-05,8.581666612125571e-05
81.4070351758794,0.00028759248528539225,0.0002704510434028841,0.0021067100514084772,1.292423182703302e-05,7.490075869741978e-05
81.65829145728642,0.00030220755068869216,0.0002506037233604116,0.001823122667204484,1.0106067458837811e-05,6.500747397393441e-05
81.90954773869346,0.0003179504150105871,0.00022969920607116302,0.001566497271691311,7.947064234727734e-06,5.612919229604991e-05
82.1608040201005,0.000334923981803668,0.00020810912896882682,0.0013357580585111068,6.2928120922299385e-06,4.823946165757325e-05
82.41206030150754,0.00035325691915413923,0.0001863312619290018,0.0011298702920296295,5.024069722834857e-06,4.129533826300317e-05
82.66331658291458,0.00037310869952600627,0.0001649148779080279,0.0009477569435851608,4.048981019745155e-06,3.524037663182032e-05
82.9145728643216,0.00039467491287091164,0.00014439034824540942,0.0007882333065208639,3.2970842939221167e-06,3.000802484056919e-05
83.16582914572864,0.00041819229065110275,0.0001252121635445435,0.0006499638520876296,2.71463457312898e-06,2.552515272094215e-05
83.41708542713567,0.0004439426875518975,0.00010772142391956579,0.0005314452020360886,2.260906274592725e-06,2.1715447985254373e-05
83.66834170854271,0.0004722551176004669,9.212969891390406e-05,0.00043101636915345514,1.9052489004717634e-06,1.8502457661875292e-05
83.91959798994975,0.0005035048787012195,7.852222763265393e-05,0.0003468935453629002,1.6247397342923848e-06,1.5812119049716764e-05
84.17085427135677,0.0005381088713082317,6.687563267913578e-05,0.0002772230526613826,1.4023228515252213e-06,1.3574700139505653e-05
84.42211055276383,0.0005765164594356511,5.7084081069815734e-05,0.00022014370975920793,1.225350805125195e-06,1.1726139739731418e-05
84.67336683417085,0.0006191956490161992,4.8988060337663244e-05,0.00017384935719759283,1.0844608310204345e-06,1.0208832663392947e-05
84.92462311557789,0.000666614950362186,4.240121355489296e-05,0.00013664356250040974,9.727266323117635e-07,8.971941144450016e-06
85.17587939698493,0.000719221990593052,3.713242298139712e-05,0.00010698105167778936,8.850334252363537e-07,7.971330730914596e-06
85.42713567839195,0.0007774206541177921,3.3002038508319634e-05,8.34934174171055e-05,8.176301193620619e-07,7.1692307823087155e-06
85.678391959799,0.0008415491330556248,2.9852479967614466e-05,6.499941360082102e-05,7.678191798433442e-07,6.533711123073219e-06
85.92964824120602,0.0009118616328623886,2.7554269926075114e-05,5.050216704411393e-05,7.337519667788013e-07,6.038051994208132e-06
86.18090452261306,0.0009885164823496173,2.6008906655715205e-05,3.917672735488556e-05,7.143048176007734e-07,5.660067962125019e-06
86.4321608040201,0.001071572962796154,2.5149990169345973e-05,3.03516043852747e-05,7.090183740569561e-07,5.381430518485732e-06
86.68341708542712,0.0011609982859017778,2.4943819231011125e-05,2.3487543211351284e-05,7.180892917319434e-07,5.187020294202268e-06
86.93467336683418,0.0012566848890513437,2.539041655866975e-05,1.81560446667921e-05,7.42409325981044e-07,5.064328800311461e-06
87.1859296482412,0.0013584767435250577,2.6525704226951575e-05,1.4019307453021874e-05,7.83651860699445e-07,5.002921457682489e-06
87.43718592964824,0.0014662019249645681,2.8425388772814187e-05,1.0812519582668974e-05,8.444103512675508e-07,4.9939680472294085e-06
87.68844221105527,0.001579707547228755,3.121103731723301e-05,8.328850333319066e-06,9.283970420634416e-07,5.029843051348047e-06
87.9396984924623,0.0016988925602774295,3.505882011684796e-05,6.40710788363295e-06,1.0407137967636145e-06,5.10379604899223e-06
88.19095477386935,0.0018237340294015897,4.021143644883121e-05,4.921808342827828e-06,1.188209929390864e-06,5.209690797177558e-06
88.44221105527637,0.001954303393551748,4.6993799199439696e-05,3.7753064345947483e-06,1.3799443436254715e-06,5.341810423036838e-06
88.69346733668341,0.002090770752662264,5.583309681272651e-05,2.8916228486511886e-06,1.6277706367885842e-06,5.494724961591739e-06
88.94472361809045,0.002233397243202067,6.728384649614412e-05,2.211632307040191e-06,1.9470633856789884e-06,5.663216166912399e-06
89.19597989949749,0.0023825177316281437,8.205846589048074e-05,1.6893245464546856e-06,2.357600598764905e-06,5.842253102884774e-06
89.44723618090453,0.0025385180618362115,0.00010106368658677836,1.2889023971330233e-06,2.884610038050067e-06,6.027010591808102e-06
89.69849246231155,0.0027018126310752186,0.00012544277621002157,9.825290482138924e-07,3.5599743960869218e-06,6.2129213289039575e-06
89.94974874371859,0.0028728288964124144,0.00015662299263638997,7.48577303727387e-07,4.423570858822898e-06,6.395751537461319e-06
90.20100502512562,0.0030520053779514917,0.00019636693701003308,5.702666809909759e-07,5.524693520966556e-06,6.5716896050853525e-06
90.45226130653266,0.003239808784539441,0.00024682548651939226,4.346003363845415e-07,6.92347244732933e-06,6.737437330162611e-06
90.7035175879397,0.003436774128903533,0.00031058877739254545,3.315341698243655e-07,8.692162256471252e-06,6.8902942897789136e-06
90.95477386934672,0.003643569342732011,0.0003907303042904042,2.5332619676981644e-07,1.0916129108736106e-05,7.028227418739315e-06
91.20603015075376,0.0038610832910909434,0.0004908376717337485,1.9402636347359678e-07,1.3694323112153388e-05,7.149920087856844e-06
91.4572864321608,0.004090533644557872,0.0006150219922524559,1.4907621249995448e-07,1.713899052576372e-05,7.254797625846728e-06
91.70854271356784,0.004333589230990556,0.0007678965528705821,1.1499481809661489e-07,2.1374365141642676e-05,7.34302910346253e-06
91.95979899497488,0.004592500608928317,0.00095451442080913,8.913271599101398e-08,2.653408942310678e-05,7.415507999714863e-06
92.2110552763819,0.004870232860413865,0.0011802544685818003,6.947956047134268e-08,3.2757160544497555e-05,7.4738168007969024e-06
92.46231155778895,0.005170595940267601,0.001450646278313683,5.451428039802145e-08,4.018227853114983e-05,7.52018239032471e-06
92.71356783919597,0.005498370050716632,0.0017711269768621684,4.308882989488389e-08,4.894059283131467e-05,7.557430114922645e-06
92.96482412060301,0.0058594259563833325,0.002146727647340283,3.433843114882769e-08,5.914699409605924e-05,7.588944612311387e-06
93.21608040201005,0.006260842342052653,0.002581693771308949,2.761262589743655e-08,7.089026858929797e-05,7.618644952166758e-06
93.46733668341707,0.006711023684136173,0.0030790530588551226,2.242258718385141e-08,8.422260799532621e-05,7.650980544478959e-06
93.71859296482413,0.007219822199870697,0.003640154419357585,1.8401061315122094e-08,9.914912920256113e-05,7.690952854517422e-06
93.96984924623115,0.0077986659564081365,0.004264212541738917,1.52720577480647e-08,0.00011561818797685225,7.744166474273678e-06
94.22110552763819,0.008460692035991322,0.004947901876105833,1.2828014014946256e-08,0.00013351334959801583,7.816911741790562e-06
94.47236180904522,0.009220878790324214,0.0056850496771799555,1.0912657454409914e-08,0.0001526478936862891,7.91627998917388e-06
94.72361809045225,0.010096164842141934,0.0064664781383817985,9.4081840762699e-09,0.0001727626688455271,8.05031162728309e-06
94.9748743718593,0.011105534906394366,0.007280038972000107,8.225692978701496e-09,0.00019352796969974612,8.228176470814225e-06
95.22613065326632,0.012270044174338314,0.008110869541290072,7.2980659305858805e-09,0.00021454988476402246,8.460384621954371e-06
95.47738693467336,0.013612744621670723,0.008941878672905577,6.574677973493115e-09,0.00023538126589165724,8.759024338405486e-06
95.7286432160804,0.015158469150175127,0.009754444906891323,6.017476626265605e-09,0.00025553711471674946,9.138019955908584e-06
95.97989949748742,0.016933424283658002,0.010529283740304088,5.598083466476345e-09,0.00027451379367145423,9.613397438193393e-06
96.23115577889448,0.01896454089388866,0.01124741757446953,5.295660080742136e-09,0.00029181108292607345,1.020353697211911e-05
96.4824120603015,0.021278537062876825,0.011891166552431809,5.095346860575362e-09,0.0003069557611080169,1.0929381108593897e-05
96.73366834170854,0.02390065964693222,0.012445073155144076,4.987132919415959e-09,0.00031952513104581675,1.1814553861434396e-05
96.98492462311557,0.026853092983877756,0.012896679449486203,4.965052525633149e-09,0.00032916878315741833,1.2885332441160664e-05
97.23618090452261,0.03015305518369638,0.013237092366274206,5.026631007925308e-09,0.00033562691936991424,1.4170401477843768e-05
97.48743718592965,0.0338106438056755,0.013461296622731652,5.1725234800584925e-09,0.00033874376343212136,1.5700313127898667e-05
97.73869346733667,0.03782654071130415,0.013568202954229646,5.406304731149427e-09,0.00033847495076994743,1.750657925908669e-05
97.98994974874371,0.04218973549467111,0.01356044685815386,5.734379516522887e-09,0.00033488829047729514,1.9620337545213062e-05
98.24120603015075,0.046875471029903054,0.013443976222055336,6.16599013060376e-09,0.00032815787025642,2.207056407979443e-05
98.49246231155779,0.0518436448474439,0.01322748228830782,6.713303073948324e-09,0.0003185520645041077,2.488185109146723e-05
98.74371859296483,0.057037907676643615,0.012921736163420836,7.391559089094263e-09,0.00030641653452844755,2.807182661140748e-05
98.99497487437185,0.062385678639081704,0.012538892754071478,8.219270869482322e-09,0.00029215371364413464,3.164835745113879e-05
99.24623115577889,0.06779924182002765,0.012091817026485365,9.218450242460698e-09,0.000276200502032855,3.5606738893981195e-05
99.49748743718592,0.07317800289207785,0.011593475973431034,1.0414841457865147e-08,0.00025900593534532786,3.992712393438019e-05
99.74874371859296,0.07841187448550542,0.011056425973239126,1.1838129340341496e-08,0.0002410104435394315,4.4572471853136715e-05
100.0,0.08338563779776426,0.010492411456655724,1.3522080701238542e-08,0.00022262801442530188,4.9487292735242895e-05
